,Tweets,Personal_attack
1017,@RickyPDillon Who doesn’t hate spiders tho,0
1018,@VABVOX There is not a problem with teaching world religions. It is not against the Constitution.,0
1019,@TheyOrShe @Queer_Kara the grattan parliament?,0
1020,"@Whiteloll If you slang hate speech about half of Americans. Then when America’s get mad at you, you can’t be surprised. Chanting is not violence. Protesting outside someone’s house is okay.",0
1021,"Marijuana, quantum entanglement, #MeToo, Black Lives Matter, clean energy - a lot of positive things did happen over the past year.  https://t.co/vgNPqgFZ7d",0
1022,"I want to make this known. I am a Christian, but I am not one that judges, hates, or looks down upon anyone. I am open-minded, accepting, and believe that love is love. True Christians should use the religion as a means to show love and compassion not as a weapon for hate.",0
1023,@RickyPDillon They creep me tf out I can’t even go near one nope,0
1024,@LeeCamp It’s great when you can get a good laugh with the truth! See you in Portland!,0
1025,"@Nariko_Ott You may think what ever you want about the Right but inside the constraints of the Law they are allowed to say things it is not illegal thats why I said earlier Tucker could be part of the fucking clan still does not make what anitfa is doing, gathering outside his home",0
1026,What has become of Scotland’s politics when @theSNP leader of our country’s largest local authority thinks that this kind of language is even remotely acceptable? https://t.co/5xLTOvSpN2,0
1027,Works for us! Suspected poacher eaten by lions - CBS News https://t.co/h2PHiDgdLh #AnimalRights https://t.co/36CpCa6OuX,0
1028,"I just got a very openly racist follower, and in honor of them, the proceeds from this toy will be donated directly to my local chapter of Black Lives Matter.  https://t.co/atTGhRgN1V",0
1029,"#JemelRoberson was that ""good guy with a gun"" we keep hearing about. Police killed him. #BlackLivesMatter  Black security guard stops shooter in a bar -- then gets gunned down by cop who mistook him for criminal https://t.co/HxkUH5IRDV via rawstory",0
1030,@LethalLethallan @JackdawJournal Wise words  from a smart person,0
1031,@stephenkerrMP @theSNP When your daughter/ sister/ wife/ mother/cousin/aunt/ have “a rape clause” imposed on their right to assistance and support — THATs when the language is acceptable— it’s not ’football banter’ it’s precursor to revolution that I pray rids us of archaic supremacist unionism,0
1032,@lacieandrobin Karmic forces at work!,0
1033,@FunkitToys You rock. Want to be on our show?,0
1034,"Isn't It Interesting That High School Kids 30 Year Ago Drove To School With A Rifle In Their Truck &amp; Mass Shooting Were Non-Existent. But Today, Schools Are ""Gun Free Zones"" &amp; Mass Shootings Increased. Take Guns &amp; Religions Out Of The School &amp; Get Violence &amp; Death. God Help US",0
1035,@eddireader @stephenkerrMP @theSNP Well said...,0
1036,@VABVOX My heart aches over this,0
1037,@GoodheartTerri Yup!,0
1038,@kwilli1046 You know that's so true. Used to have a rifle behind the seat in the pickup and go hunting after school! Never thought twice about it! The late 70's and early 80's were a pretty good time to be alive!,0
1039,@cybertlk @VABVOX Mine too!,0
1040,@chemo_the_emo @yqquierestu @JoseAMeadeK SON POLITICOS DE MIERDA Y TAURINOS .....!!!! #TANTITAMADRE #TauromaquiaAbolicion #AnimalRights https://t.co/Gtvadrgvg3,0
1041,"The twitter hate against McCain for not wanting Trump at his funeral is everything I hate about politics, pundits and parties. I’ll never never drink that much kool-aid for anyone.",0
1042,@wstevenson4 @kwilli1046 Wow! Remember the exact same thing from exact time! #2A. #MAGA,0
1043,"@CooperSBeckett Haha, sure! I love being on podcasts. I'll DM you.",0
1044,"Many animals don't make the journey to the slaughterhouse, they lie dead on the floor of the trucks. On arrival and realising the animal cannot make a profit, their body is thrown out like garbage!  #GoVegan #AnimalRights https://t.co/kWIkXJ8mYQ",0
1045,Remember when he called Black Lives Matter a criminal organization? Good times good times https://t.co/VftOCxcLGs,0
1046,@Johnny_Joey I personally do not know why anyone would want Mr. Trump at their funeral!,0
1047,Fun thought exercise: what trump would be saying if MLK was alive today and advocating for black lives matter,0
1048,I don't think that any realistic reading of history or current events could show that organized religion has had any overall positive effect on humankind.,0
1049,@EmilyGorcenski dixie to (illegal) arms,0
1050,@Zucchinisaurus #BeVegetarianBeBeautiful,0
1051,@thompspr @Johnny_Joey I would,0
1052,"@homemadeguitars Years are solar, months are lunar. But Judaism invented the weekend by observing Shabbat. ""6 days shall you labor...""",0
1053,@hucklebuckets Prob the same thing the vast majority of political leaders in MLK’s day were saying. We haven’t changed.,0
1054,"I live in a blue city in a blue state best known for wings, snow, and losing Superbowls. We’re 5 minutes from Canada. Today someone did this to my car, in case anyone still thought the #hate &amp; #racism of @realDonaldTrump and minions was more of a southern thing #BlackLivesMatter https://t.co/g9wFkHQLYs",0
1055,"""You support gay rights so you must be gay"" ""I support animal rights, do I look like a fuckin alpaca to you?""",1
1056,"@JayPako So you're saying the invention of the weekend is a benefit? Yeah, I might buy that. ",0
1057,Martin Luther King Jr Looted nothing Burned nothing Attacked no one and he changed the world #MAGA #MLKJrDay #BlackLivesMatter #Resist the #Resistance #Antifa https://t.co/1lvltTjmtE,0
1058,"How can comedians inform or shape public perception on issues like racial profiling, politics, immigration, and more broadly #Resistance? @harikondabolu joins us to discuss tomorrow. Share your thoughts. https://t.co/k7CkCg5K4y",0
1059,"@brentconner_ Umm Zach, Jonah, Jack, Corbyn, and Daniel",0
1060,Activists make the case for 'a world without prisons' in new Black Lives Matter memoir https://t.co/FaNpAYpQdp,0
1061,Christianity on the brink: Religion DECIMATED from birthplace - 'We NEED help'  https://t.co/kz2HvTWp2j,0
1062,@AJStream @ntandoyenkosi @maforty Your views comedians..?,0
1063,"In factory farms piglets have their tails cut off, their teeth clipped in half and their ears mutilated! In addition to this male piglets have their testicles cut off! Each of these procedures is done without any pain relief!  #GoVegan #AnimalRights https://t.co/83MQH9Vir6",0
1064,"Listen to @KBOO this Friday, 8-9 am. @Teressa_Raiford is my guest, talking about #BlackLivesMatter not #NotBlackFriday  Participating in mindless consumerism continues the cycle of harm to communities &amp; the planet.  Better to participate in an action that means something!",0
1065,I need to wear a #BlackLivesMatter badge next to my #FreePalestine badge. https://t.co/C13V4MYZ9E,0
1066,@Zucchinisaurus  https://t.co/2wuNSxZ4uS,0
1067,@TiKingGraphics @amirshah316 @Disband_MPS @yoni_yonder @BigDuke077 @Newchap57816102 @BaronieSisters @malkaavram @wurzel260654 @sammynoor11 @TelAvivYonatan @NicoleBillCarl @jdwstangs3 @Skepticalfa @mizrahi_b @CarlPendleton6 @realChaim_Rubin @paulmurff @methuengena @cindy_finlayson @BlueGreenberg @PalestineReverb @laielkha @PizzaGateLibya @Dmonsel @Ladonna48241663 @PepperWingate @Tile57437223 @sherif_el_sayad @viewreader @lephophora @nissatal @ShamronAri @wisermann @rmorgy @M0sstr00per @Johnkkelly2 @AnastasiaKLynch @spiderzjay @tbago @iluvdemocracy99 @Copernicus2013 @CosFot @LogicAndSanity @NobodyNorman @ThorsProvoni @rashidgill5 @YitzchakAded @nadiatonic2 @eugeneprojectil You’re are like those white people shouting black lives matter without any black people standing with you in your group,1
1068,@molleenmbedzi @AJStream @ntandoyenkosi We are the mouthpieces on a lighter note,0
1069,@ArsenalMoh8 Ever find out why @ArsenalFanTV have a problem with your #freepalestine badge? They shamelessly zoomed in to your recent video to obscure the badge. https://t.co/uzS1bZVPmT,0
1070,@funder For saying ‘Black lives Matter.’ ‘Hillary is a great woman’,0
1071,@V_of_Europe https://t.co/mpEbJ6Bs5i,0
1072,"@NightxHawk_ @ArsenalFanTV For neutrality. Perhaps they deserve credit for standing firm for as long as they did. The lobby is strong, eventually 99% of people cave into the pressure.",0
1073,"UPDATE: Animal rights activists kicked out of a Madison grocery store while protesting killing cows for meat and drinking cows' milk are disputing reports that they shouted ""cows' lives matter."" https://t.co/J9T8Wmxl3g",0
1074,I have nothing against Netta but has she really had to say that next year it's gonna be in Jerusalem? We already suffer from politics in esc wtf did you really have to bring this?? IT'S A FUCKING SONG CONTEST #Eurovision,0
1075,"I don’t have a SoundCloud but please remember that Black Lives Matter, Sex workers are people too and Jayson Tatum is only 19 years and 273 days old",0
1076,"@BigBroHeavy The government wants us to be divided along every line you can think of, sex, race religion, political ideology etc etc, and most conform to this especially those brainwashed by mainstream opinion, that’s why a lot of the sheep don’t understand your way of thinking @BigBroHeavy",0
1077,Looking for video resources where students can engage in media study for black history month. Thoughts or resources? #educolor #ownvoices #blacklivesmatter @Newsela @thekidshouldsee @Wonderopolis,0
1078,"@sadsoulsclub My face when she said Jerusalem...  But for real, I hope for Tel Aviv  https://t.co/l2rgzB3XjL",1
1079,we all have a need and desire to be right and someone be wrong. thats why there’s so many disagreements on everything from religion to food choices,0
1080,@MollyBeck  https://t.co/73wceoFaqB,0
1081,@Handsome_Jake_ Tf you want me to watch? Big bang theory? Office?,0
1082,"@EurovisionOca I guess it's kind of announced as it will be Jerusalem, idk it might not be true. But if esc takes place in Jerusalem many countries will probably withdraw ugh politics again in esc i hate this",0
1083,@iAunshae @_teeNL @damedolllllaz yea lil LaKinta like the hotel but cause that’s where date night ended and the K cause you know black lives matter,1
1084,"When we consider the true horror of our treatment of #animals, there is only one question to ask; do they #suffer?  When the indisputable answer is yes, their suffering is beyond our comprehension, #justice demands that we do all we can to end it. Justice demands #AnimalRights https://t.co/nO26DagZP8",0
1085,@nunky_stas Scrubs. Always Sunny.,0
1086,@meechonmars we love an icon.,0
1087,"@sadsoulsclub Sadly I think so too, hopefully EBU and Israel is smart about this",0
1088,The American left created Black Lives Matter with the expressed purpose of slandering law endorsement. They’ve created sanctuary cities and tried to handcuff ICE &amp; border agents from doing their jobs. Today they screech FBI and DOJ aren’t to be questioned and are above reproach.,0
1089,Trump's two adult sons are trophy hunters. A photo of Donald Trump Jr. holding a knife and the bloody severed tail of an elephant he reportedly killed in Zimbabwe in 2011 has sparked outrage among animal rights activists. https://t.co/ZifRdjzbUU,0
1090,@ChrisStigall No Chris The left didn’t create BLM. BLM was created by the media.. 1.5 million arrest each year with 1200 shootings is an untold testimony of restraint. 20 murders a week in Chicago is the real but more difficult challenge Blacks media should focus on.,0
1091,@Handsome_Jake_ Friends being watchable mediocrity is its best feature though. I find it GREAT as a show to have on as background noise because it's really easy to zone in and out of without feeling like you're missing anything.,0
1092,@seattlepi Fuck that. Respect wildlife. Hunting is only okay for: FOOD POPULATION MAINTENANCE,0
1093,"I notice that some of my followers are eager to retweet my copious criticisms of government abuses when committed by Muslim/Arab states, but become very defensive when I'm criticizing Israel. If your justice meter is set to a race or religion, you have some introspection to do.",1
1094,"Good people can differ on where the USA embassy to Israel should be, but statements made by some Christian pastors and media in these days that its move to Jerusalem is, in itself, a fulfillment of an Old Testament prophecy is both superficial theology and dangerous politics.",0
1095,"@ChrisStigall Further, BLM will never admit “we have met the enemy and they are us” - yes its no jobs but is also a culture that focuses on all the wrong things...",0
1096,"SICKENING. Review of 'The Shape of Water' from Malcolm Brenner, who had sex w/ a #dolphin. ""I find a dolphin a lot more sexy than that thing was."" Really?!? The film's fiction. You're just a sick pervert. https://t.co/VacCvgdcnX # #AnimalRights #AnimalAbuse #Blackfish",1
1097,"@fatherjonathan The bond between the Catholic Church and the Jewish people rooted in both Old and New Testament ( see Romans 9-11) has been reaffirmed by Vatican II. However, the establishment of the State of Israel and anything with Jerusalem is secular",0
1098,@LibyaLiberty What Israel has become is one of the great tragedies and disappointments I've seen in my lifetime--from an agnostic Jew who once thought Israel would become a force for good.,0
1099,"Black Lives Matter activist, Muhiyidin d'Baha, best known for snatching a Confederate flag that waved outside of the College of Charleston last year, was shot and killed last night in New Orleans. His family has started a GoFundMe https://t.co/apPTw0LKzN Everybody RT https://t.co/oLfPp3V90O",0
1100,@thepamsullivan Dirty inbred MF,1
1101,"@DONLEMONISADOU1 @TomiLahren She equates black lives matter with the KKK, she said that Colin Kaepernick is a whiny crybaby for his peaceful protest, hates migrants. I don’t have to defend the record of Democrats in supporting minority, that talking point is a complete joke and only an idiot would use it.",1
1102,@fatherjonathan The fulfillment of the return of the Jewish People from exile was the work of Jesus Christ and fulfilled in the eschatological Israel: the Church. Christians but especially Catholics need to keep this in mind as we pproceed,0
1103,@bikesalsa @LibyaLiberty I would think that creating more borders was never a force for good. Although given the conflicts within EU it is not clear that eliminating borders is either. # HeadScratch,0
1104,The Trump administration doesn't even know how to treat *human beings* humanely. Did we honestly believe that animal welfare would be any different? #BringBackObama #TrumpLiesMatter #USDA #AnimalRights #TheResistance #FBR @docrocktex26 @princessbravato @sayshummingbird @mcspocky https://t.co/A278ZN0L67,0
1105,"@mentnelson He was not ""shot and killed"". The word is assassinated. #BlackLivesMatter",0
1106,"If my daughter and I weren't #POC, would I have to buy her a book ""proving"" that her people have contributed to society?  I've got her this for Xmas without even realising it....  #RaheemSterling #BlackLivesMatter @andreagpippins #jamiawilson https://t.co/TgN1GAiTDz",0
1107,"Seventy-two dogs — including 12 who were found dead wrapped in plastic in a freezer — were removed from an alleged puppy mill in Texas Wednesday, an animal rights group said. https://t.co/cuWIw7eJtO",0
1108,"I periodically have amazing tech folks follow me and then subsequently unfollow me when I write threads that talk about the sociopolitical issues involved with tech. Look, you can never separate tech and politics. Saying race and gender have nothing to do tech is *dangerous*.",0
1109,"Abandona Anne Hathaway religión católica como muestra de apoyo a su hermano Thomas, quien es abiertamente gay; ""¿Cómo vamos a apoyar a una organización que tiene una visión tan limitada de mi querido hermano?"", declaró . ❤️️",0
1110,@_Diamond_Jim_ @mentnelson How do you know this?,0
1111,"Don't miss my YouTube LIVE debate on @FallenstateTV THURS. DEC. 13th at 12 Noon PT / 3p ET! I'll be debating MIT grad &amp; @USC law student who hates me &amp;  #Blacklivesmatter He's also anti-Trump, for open borders, pro-LGBTQ &amp; pro-abortion. https://t.co/u5FbQpRDBR #Beta #Trump https://t.co/IrSCVxmIEz",0
1112,"@sportingsamcan I know what you mean but if they’re from the ‘animal rights’ brigade, you’re pissing in the wind. They won’t listen to reason.",1
1113,@WellsLucasSanto Well +1 follow now!,0
1114,"@FDCRadio No tiene necesidad https://t.co/bbVmNaw4pA Ya el Papa critico la intolerancia dentro de la iglesia, y como el es el sumo Pontífice lo que diga es ""Ley Divina""",1
1115,BLACK LIVES MATTER IS BITCHING ABOUT THIS? #BlackLivesMatter https://t.co/iC6sQtRqNt,0
1116,@OhThatsRoyalty What about the white girls who love it and will check anyone being racist around them PERIOD?!#BlackLivesMatter,1
1117,Wolf shot dead by an American hunter #AnimalRights #BanTheWolfHunt #Wolf #Wolves #USA https://t.co/LeUnvzhMYZ,0
1118,@emanuil_tolev @WellsLucasSanto +2 ☺️,0
1119,"@FDCRadio Ademas ¿Donde están las fuentes de que Anne dijera eso?, Sera que el creador de este tuit hizo un clickbait barato para llamar la atención usando 2 temas polémicos y una celebridad de por medio  GG supongo...",0
1120,The left-wing group of students claim Blue Lives Matter “creates an opposition to ‘Black Lives Matter.'” https://t.co/29WFYE4D78,0
1121,@MalMarie18 @OhThatsRoyalty You gotta pass if you're true! ✊,0
1122,@theblaze Yes bluelivesmatter is cops believe that their life matters and black lives matter wants to kill those police,0
1123,"@adamflorin @emanuil_tolev @WellsLucasSanto he asked for ""Amazing tech folks"" ",0
1124,@WWA_Awareness @allanimalrights post a link to the story so we can dox him.,0
1125,@mcsreflection @OhThatsRoyalty Most def. I'm for equality. Especially for the black community. It's sickening all the shit going on. I'm ashamed of racist white people who take advantage of their power. We need change.,1
1126,"@TheWosk @FDCRadio ""debería""... Y no. No lo hizo.",0
1127,"New study shows that ~1/2 of Americans would vote for a law that ""recognizes rights for apes, #elephants, &amp; cetaceans like #whales &amp; #dolphins,"" &amp; would ""remove #animals from places like #zoos, circuses, &amp; research facilities."" https://t.co/9n723FkFLZ #animalrights https://t.co/Oqrh9nCpWR",0
1128,"@Jewthulhu @vedia_lupae @ReadingRidley So what's the difference with black lives matter saying they want dead cops or antifa saying kill anybody who opposes them, or their rallies where they beat the s*** out of people.",1
1129,"Amazing how Asian Americans get called ""race traitors"" when we defend affirmative action, #BlackLivesMatter, indigenous peoples. Yes, Asian Americans are oppressed &amp; invisible. And yes, I get to love AND criticize my people AND be in solidarity w/ other humans in OUR society.",0
1130,@Vl0z @emanuil_tolev @WellsLucasSanto casse-toi,0
1131,@KellyLevenda Then they need to SPEAK UP!!!,0
1132,"Unfortunately, black mothers across the U.S. know all too well what could happen if you don't have ""The Talk."" #BlackLivesMatter https://t.co/hDGzHq2F11",0
1133,"@hecid @FDCRadio ¿Y es que tu crees que eso es de un día para otro? No seas infantil por favor, eso es una cambio progresivo... Pero el primer paso se ha dado.",0
1134,Racism will look you in the face and congratulate you for severing ties with your blackness in service of white fragility. This is appalling. We’re not making this stuff up. #donttouchmyhair #blacklivesmatter,0
1135,@dylanabby2448 @SherryPollex How bout putting politics aside and RESPECT the office of the Presidency????,0
1136,Animal rights protester killed a heron to save a duckling by ripping open the larger bird's stomach to free prey  https://t.co/yT5kmvMU29,0
1137,Rosa Parks in 2018 ✊ • • • (Thanks to @powerinblacktees for the shirt!) #rosaparks #civilrights #movement #blackpanther #blackhistorymonth #blacklivesmatter #powerinblacktees #nike #basketball #nah #BHM https://t.co/9lMQTnxMdj,0
1138,"@TheWosk @FDCRadio Nomás llevan 2000 años. Si de entrada clasificas de infantil una opinión, resulta ocioso dialogar contigo. No pierdo más el tiempo contigo.",0
1139,*THE RIGHT ENERGY* 1:LGBTQ lives matter 2:survivors of sexual assault and their stories matter 3:white males are the most privileged 4: BLACK LIVES MATTER 5:Fuck trump and his supporters 6:The war in Iraq costed over 1 trillion dollars 7:@White ppl stop saying the N word,1
1140,"TODAY IN #StarTrek HISTORY: May 24, 2005 Pocket Books releases @KRADeC's ""Star Trek: Articles of the Federation,"" diving deep into the politics of the 24th Century. https://t.co/tWlfLHhAJi",0
1141,@BoTilly No,0
1142,@hecid @FDCRadio Podria explayarme pero tengo que hacer un trabajo para la universidad y eres cabeza caliente asi que... Que tengas un buen dia :),0
1143,"@Telegraph This Feckwit is totally oblivious to the term “ Laws of Nature” this is what herons do, you dozy clown.",1
1144,"@olivefreck @white Oh, so wat YOU believe in is the ""RIGHT ENERGY"", but if someone has the AUDACITY to disagree, namely those who support Trump, F them? Grow up and practice what u preach about inclusiveness and how everyone has a right to their own opinion",0
1145,@whatty25  https://t.co/QuLlAsMwVM,0
1146,"@TrekCore This is me trying very hard not to feel old when I realize that this book came out 13 years ago. Seriously, though, thanks. Of all my TREK books, this is the one that's had the most influence, gotten the most praise, &amp; probably contributed the most to the greater TREK universe.",0
1147,#TuesdayThoughts #AnimalRights  https://t.co/Xxem9Ab1AE,0
1148,"@TheWosk @FDCRadio Y, por cierto, te equivocas al decir que ""todo lo que diga el papa es ley divina"". Eso sólo aplica bajo ciertas circunstancias eclesiásticas. Estudia tantito, para evitar comentarios no infantiles, pero sí equivocados.",0
1149,@ma____rlegit @olivefreck @white #2 Stop playing victim,1
1150,"@PatMiner221 @TrustyGordon @DairyQueen @JoeSPalmer here are your Trump idols, while you are worried about Melania comments the slaughter and transport continues of such trophies under Trump the organization that supports him  https://t.co/YfYolXjPK7 #Animals #Animalrights @peta #animals",1
1151,"@LANACION Y muchos no piensan como esta mujer. Un medio opera con estos prejuicios baratos en lugar de informar a sus lectores sobre las aristas reales del debate, por ejemplo, cuando se considera vivo al embrión, lo que no depende de una religión",0
1152,@KRADeC @TrekCore You've contributed so very much to this franchise! &lt;3 We're lucky to have you.,0
1153,@BoTilly Bahaha!!! You never disappoint.,0
1154,@juicyjoos @olivefreck @white Ok?,0
1155,@michaelianblack Proud of blocking a paramedic because you dont like his politics. You're spineless.,1
1156,#AnimalRights because there are too many animal wrongs. TOO MANY! https://t.co/zcKlZc2x10,0
1157,The religion of peace https://t.co/bnwEl0BdcN,0
1158,BLACK LIVES MATTER. #ThingsToSayToStartAFight https://t.co/nSvrnf1TRf,0
1159,"@greennomad61 Unbelievable. #AnimalCruelty needs to be put to a stop, &amp; banned everywhere because this has gone way too far. Stuff like this really saddens, &amp; angers me at the same time. We need to stop this because #EnoughIsEnough",0
1160,Politics is like big comedy movie.,0
1161,"White conservative evangelicals: Black Lives Matter is RACIST! All Lives Matter! Unarmed Blacks murdered by police? No Syrian, Mexican, Guatemalan refugees? No Palestinian civilians? No Tutsis and Rwandans being slaughtered? No Who then? Those still in the womb",0
1162,@MrOzAtheist Behead all those that endorse beheading . Simple.,0
1163,@kazweida ALL lives matter!!,0
1164,@TalbertSwan Black people are targeted that’s why there is a movement for black lives matter independently,0
1165,"All #animals deserve love, no matter what they look like. RT if you agree!  #animalrights https://t.co/CYZPOxVqV9",0
1166,"@MrOzAtheist Did I ever tell u I was raised catholic and my confirmation name being Damien,  William Patrick Damien lagoy Google William Patrick Hitler A few William Patrick's, entertainers etc, not sure,",0
1167,@uchejombo Even funnier than Chris Rock stand,0
1168,@letfishlive I agree most eat 37 land animals per year. 35 are birds and even more fish!,0
1169,"“Quienes postulan sus posturas políticas o ideológicas desde la religión, deben entender que ella debe estar sujeta a los principios universales de la dignidad humana y la convivencia democrática, y la equidad de género es parte de ellos.” https://t.co/lnNhCuV9z9",0
1170,"I can't believe I'm gonna miss the 2020 election because I'll be 17. That just makes me so upset every time I think about it  My birthday just HAD to be off by one year. I'm sure my friends will be voting though. Like me, they're very engaged in politics.",0
1171,"“I think liberals don’t like the fact that a firearm allows you to take some semblance of control of your own security future. They want you latched to the government at all times.” @DBongino exposes how liberal gun-control is not about guns, it’s about people-control. https://t.co/8C6aCj3ooe",0
1172,Ma cos’hanno i cinesi al posto del cervello e del cuore?!? #animali #AnimalCruelty #AnimalRights #SaveWildLife #animale #appelli #CompassionOverCruelty @IlPattoTradito @sangesnicola @LAVonlus @enpaonlus @CVirno @Animalisti_FVG @fulviocerutti @annamariasummon @AnimaliAndCo17 https://t.co/9wqyahozv5,0
1173,"@Soairse24 @kazweida I agree. All lives matter. Black lives are lives, therefore: #BlackLivesMatter",0
1174,"@blazingxmexican You could sign up to drive people to the polling places that wouldn't normally have a way to get there, or make phone calls, or send post cards. There are all sorts of ways that you can be super helpful. Ball the local Democratic offices and check it out. Good going!",0
1175,"@brendagaylern @DasBridges @TimOwensby @Jrmtactical @alienpatriot79 @atwater_x @RepPerlmutter @dcsheriff CA, a very strict gun control state, had a mandatory sentence enhancement for gun crimes of 10-20 years in addition to the base crime. They just eliminated that. Why?",0
1176,Would you clap at this? Animal rights groups condemn use of bear during football match https://t.co/3pJxT1AA5h,0
1177,"@marilumartens El solo tuit va contra el primer mandamiento que dice:""Amarás a Dios sobre todas las cosas"" De ahí nomás ya puede decirse que la ideología de género va contra el 1er mandamiento que rige las raíces culturales de esta sociedad.",0
1178,"@kazweida I know you have me blocked, and that's fine, you're allowed to for any reason. I was just trying to ease the burdon of explaining to morons. Much love.",0
1179,"@PatThomas45 @blazingxmexican Yes! Voting isn’t the only way to effect change. You could canvas, phone bank, drive the elderly to the polls, get on a sponsored bus and go to swing states...so much you could do.",0
1180,"Beto O’Rourke is a Democrat and a current Texas Representative running for the Senate seat. O’Rourke believes in increasing federal spending on infrastructure, expanding Medicaid, supporting DREAMers, gun control, affordable college, closing the wage gap, and is pro-choice. https://t.co/QA9Syj96t0",0
1181,@Ruptly I like it. He doesn't look abuse.,0
1182,"@Jazzyplus @marilumartens El Estado es laico, plantee su posición en base a las leyes q nos rigen a todos y no en base a sus creencias",0
1183,#AnimalRights #BanTrophyHunting #Lion #Wildlife https://t.co/GgdFcyKkvy,0
1184,@YoungTexanVotes DEPORT DREAMERS AND ANCHOR BABIES AND FAMILIES. Make them apply legally so that everyone has a fair and legal chance at the American dream.,0
1185,@HollyontheMove @PatThomas45 @blazingxmexican “Souls to the Polls” drive!,0
1186,@Suesueperu @marilumartens Los travestis no pueden tener una opinion objetiva. Asi q te perdono.,0
1187,"@WWA_Awareness Time to start the culling of bountyhunters and poachers, for real. End this barbaric hobby that murderers animals for fun.",1
1188,@JessLavatia @PatThomas45 @blazingxmexican  https://t.co/moLZ0nhfU4,0
1189,"Norwegians are right to question immigration to a place with a leader who blocks health care, paid parental leave and gun control. The president should take a hard look in the mirror before name calling. https://t.co/XEiqivGrTy",0
1190,Funny how you can always tell which hashtags Twitter personally cares about by which ones get icons. #NetNeutrality #BlackLivesMatter,0
1191,"@adelaquiel @marilumartens Una consulta, de donde sacas esa conclusión? X q los travestis no pueden ser objetivos? No lo soy, pero quiero entender tu sabia deducción",0
1192,Masked activists of the (ALF) Animal Liberation Front with lambs they rescued from slaughter. #AnimalRights #Vegan #FreedomFighters https://t.co/6chFRvlnlH,0
1193,"@AP_Politics @catherine_lucey @rgilliescanada @KThomasDC I’m sorry, Canada. Please forgive us.  ",0
1194,@NYCFirstLady Or Norway isn't a  hole,0
1195,"@Suesueperu @marilumartens Que el estado sea pluscuamperfecto no implica que se deba silenciar la voz de un sacerdote. Así que pisa tierra, que para creencias baste la de aquellos que creen en 'no se nace mujer, se llega a serlo', sin aval científico ni filosófico.",0
1196,@WWA_Awareness Love ALF!!,0
1197,@NotGayJared Why did they use the poop emoji for #BlackLivesMatter ?,1
1198,"Help me with a story about politics and the #WorldCup. How does this World Cup feel different for you? Does the USA's absence matter to you? In the era of President Trump, is it the same celebration of multiculturalism?",0
1199,Today's gun control advocates tend to paint themselves as concerned with the plight of minorities in America. What they don't want you to know is that their movement originated as an initiative to deprive African-Americans of the means to defend themselves. #NRA https://t.co/vnOUJp4eiM,0
1200,"@chright @NotGayJared If you're pooping three different colors, you should see a doctor. ",0
1201,@WynneGuglielmo @WWA_Awareness My daughter mentioned this group ALF to me a few weeks ago during a 3 hour drive to a specialist. Wow! I grow more impressed by her everyday! She'll make a great Marine Biologist/Vet/Conservationist,0
1202,"@Jazzyplus @marilumartens Ja! Ojalá y pudieran silenciarlos, como ustedes pretenden silenciar a los q piden vivir en un estado como ciudadanos comunes, sin hacer distinción de credo, condición social o sexual. Para ustedes, los q piden q niñas violadas alumbren bebés,para dárselos a la iglesia..para que?",0
1203,@KevinModesti I love international soccer so the World Cup is a big deal to me. It would be better to have the U.S. in as a rooting interest but I will still watch as many games as possible. I do feel sorry for the Russian people having to live under a dictator.,0
1204,Gun violence disproportionately affects people of color. Thanks @MomsDemand for your support and recognition! #MomsDemandAction #GunReformNow #BlackLivesMatter https://t.co/ei4t3jcNCe,0
1205,"@NRATV They are killing each other with guns, thereby dems are losing votes",1
1206,@najda_j @WWA_Awareness,0
1207,"@Suesueperu @marilumartens Asu, que mescolanza tienes en tu cabecita. Con tal de hacer tu regalada gana te tiras la moral occidental, y lo peor, utilizando a las niñas ultrajadas y a las personas con atraccion sexual al mismo sexo y las que tienen disforia de género (TIS)",1
1208,"@BeychokRacing @Hennigracing @BradWeisbord @BreedersCup @JAGoods In the horse business, (politics), if you want to keep your seat, stay quiet and go with the flow. Don’t declare your position until you know which way the wind is blowing. The goal for me was never to stay on the board, but to try to improve things and be re-elected for that.",0
1209,#FBR party LIKE❤ RT♻️ FOLLOW ALL WHO RT #TheResistance #Resistance #ImpeachTrump #NotMyPresident #Resist #Trump #DemForce #VoteThemOut2018 #BlueWave #BlueTsunami #FBR #LGBT #StrongerTogether #FollowBackResistance #BlackLivesMatter #WomensRights #Clinton #Obama #Maddow https://t.co/0askAQNc8s,0
1210,"Our stall at the INTERNSHIP FAIR in CIty School. It was amazing to meet so many young, enthusiastic students who want to volunteer with us to help spread animal rights awareness and help save countless lives. Thank you to LSU and City School for having us there  https://t.co/hjopi9ZtJo",0
1211,Increasingly I’m thinking I will have to participate in Nigerian politics. It’s too painful to sit on the sidelines and watch our futures squandered.,0
1212,@tws_pk Congratulations to you all the best youth,0
1213,"☠️ Americans, with all the Mass shootings/Random killings happening, there no conversation about gun control laws? seems we have become desensitized and oblivious to the obvious answer of stopping all the killings in this countryGun Control Now☠️ https://t.co/QtJoZi1vRm",0
1214,"Gute Nacht, Welt. Denkt daran: Kommt euch einer mit Religion, sagt das ihr selber denkt und schließt die Tür.",0
1215,@Dax_x98 @Trump_OR_Fact So incredible when you look at the list.,0
